player,player_id,team,position,age,rookie,war_mean_2021,war_mean_2022,war_mean_2023,war_mean_2024,war_mean_2025,5_year_WAR,2021_category
Borisa Simanic,borisa-simanic-1,,PF,22.872005,1,0.0,0.0,0.0,0.0,0.1,0.0,MARGINAL PROSPECT
Wesley Johnson,johnswe01,,SF,33.563313,,0.1,0.0,0.0,0.0,0.0,0.0,SCRUB
George King,kingge03,,SF,28.045858,1,0.0,-0.1,0.0,-0.1,0.1,0.0,MARGINAL PROSPECT
Kelan Martin,martike03,Pacers,SF,25.500341,,-0.1,0.0,0.1,0.0,0.0,0.0,SCRUB
Marques Bolden,boldema01,Cavaliers,C,21.795345,1,-0.1,0.0,0.1,0.0,0.1,0.0,MARGINAL PROSPECT
D.J. Wilson,wilsodj01,Bucks,PF,24.952772,,-0.2,0.0,0.1,0.1,0.1,0.0,PROJECT
Will Magnay,magnawi01,Pelicans,C,20.647501,1,-0.1,-0.1,0.1,0.1,0.1,0.0,MARGINAL PROSPECT
Malik Newman,newmama01,,SG,25.943872,1,,0.0,0.0,0.0,0.0,0.0,MARGINAL PROSPECT
Kevin Hervey,herveke01,,SF,26.565365,1,,0.0,0.0,0.0,0.0,0.0,MARGINAL PROSPECT
Alan Williams,willial03,,PF,28.010952,,-0.1,0.0,-0.1,0.2,0.0,0.0,SCRUB
Alfonzo McKinnie,mckinal01,Lakers,SF,28.375086,,-0.1,0.0,0.1,0.0,0.0,0.0,SCRUB
Bobby Brown,brownbo02,,PG,36.355919,,0.0,0.0,0.0,0.0,0.0,0.0,WAY PAST HIS PRIME
Gytis Masiulis,gytis-masiulis-1,,C,22.81451,1,-0.1,0.0,0.0,0.0,0.0,0.0,MARGINAL PROSPECT
Willie Reed,reedwi02,,PF,30.715948,,0.0,0.1,0.0,-0.1,-0.1,0.0,SCRUB
Jodie Meeks,meeksjo01,,SG,33.451061,,0.0,0.0,0.0,0.0,0.0,0.0,SCRUB
Zhou Qi,qizh01,,C,25.045858,,-0.1,0.0,0.1,0.0,0.0,0.0,SCRUB
Jarell Martin,martija01,,PF,26.694046,,-0.1,0.0,0.0,0.0,0.0,0.0,SCRUB
Patrick Patterson,pattepa01,Clippers,PF,31.887749,,0.0,0.0,0.0,0.0,0.0,0.0,SCRUB
Brandan Wright,wrighbr03,,PF,33.327858,,0.1,0.0,0.0,0.0,0.0,0.0,SCRUB
Luc Mbah a Moute,mbahalu01,,PF,34.398357,,0.0,0.1,0.0,0.0,0.0,-0.1,SCRUB
Dewan Hernandez,hernade01,,C,25.14579,1,-0.1,0.0,0.0,0.1,0.0,-0.1,MARGINAL PROSPECT
Bennie Boatwright,bennie-boatwright-1,Grizzlies,PF,23.5557837,1,0.0,0.0,0.0,0.0,0.0,-0.1,MARGINAL PROSPECT
Jerryd Bayless,bayleje01,,SG,32.451744,,0.0,0.0,-0.1,0.0,0.0,-0.1,SCRUB
Jonas Jerebko,jerebjo01,,PF,33.92197,,0.1,0.0,0.0,-0.1,0.0,-0.1,SCRUB
Arron Afflalo,afflaar01,,SG,35.29911,,0.0,0.0,0.0,0.0,0.0,-0.1,WAY PAST HIS PRIME
Darrell Arthur,arthuda01,,PF,32.856949,,0.0,0.0,-0.1,0.0,0.0,-0.1,SCRUB
Sean Kilpatrick,kilpase01,,SG,31.071869,,-0.1,0.0,0.0,0.0,0.0,-0.1,SCRUB
Ryan Anderson,anderry01,,PF,32.741959,,0.0,0.0,-0.1,0.0,0.0,-0.1,SCRUB
MiKyle McIntosh,mcintmi01,,PF,24.539356,1,-0.3,-0.2,0.0,-0.1,0.4,-0.1,MARGINAL PROSPECT
Moses Brown,brownmo01,Thunder,C,20.305954,1,-0.2,-0.1,0.0,-0.1,0.2,-0.1,MARGINAL PROSPECT
Omari Johnson,johnsom01,,PF,31.18412,,-0.1,0.0,0.0,0.0,0.0,-0.2,SCRUB
Tony Allen,allento01,,SF,39.058178,,0.1,-0.1,0.0,0.0,-0.1,-0.2,WAY PAST HIS PRIME
Romaro Gill,gillro01,Jazz,C,26.335386,1,0.0,-0.1,0.1,-0.1,-0.1,-0.2,MARGINAL PROSPECT
Tarik Black,blackta01,,C,29.196442,,-0.1,0.0,0.0,0.0,-0.1,-0.2,SCRUB
Allen Crabbe,crabbal01,,SG,28.81588,,-0.1,0.0,0.0,0.0,0.0,-0.2,SCRUB
Okaro White,whiteok01,,PF,28.470911,,-0.1,-0.1,0.1,-0.1,0.0,-0.2,SCRUB
Allonzo Trier,trieral01,,SG,25.043121,,-0.3,-0.1,0.0,0.0,0.0,-0.2,SCRUB
Johnny O'Bryant III,obryajo01,,PF,27.671457,,-0.1,-0.1,0.0,0.0,-0.1,-0.2,SCRUB
Darius Miller,milleda01,Thunder,SF,30.869268,,-0.2,-0.1,0.0,0.0,0.0,-0.2,SCRUB
Kosta Koufos,koufoko01,,C,31.937029,,0.0,0.0,-0.1,-0.1,0.0,-0.2,SCRUB
Eric Moreland,moreler01,,PF,29.108829,,-0.1,-0.1,0.0,0.0,-0.1,-0.3,SCRUB
Salah Mejri,mejrisa01,,C,34.633812,,-0.2,0.0,-0.1,-0.1,-0.1,-0.3,SCRUB
Alex Poythress,poythal01,,PF,27.405886,,-0.2,0.0,-0.1,0.0,0.0,-0.3,SCRUB
Amir Johnson,johnsam01,,C,33.757702,,0.0,-0.1,-0.1,-0.1,-0.1,-0.3,SCRUB
Lance Stephenson,stephla01,,SG,30.409309,,-0.1,-0.1,-0.1,-0.1,-0.1,-0.3,SCRUB
Tacko Fall,fallta01,Celtics,C,24.14716,1,-0.1,-0.1,0.0,-0.1,0.0,-0.3,MARGINAL PROSPECT
Ian Clark,clarkia01,,SG,29.908281,,-0.2,-0.1,0.0,0.0,-0.1,-0.4,SCRUB
Jonathon Simmons,simmojo02,,SG,31.383984,,-0.2,0.0,-0.1,-0.1,0.0,-0.4,SCRUB
Chandler Parsons,parsoch01,,SF,32.271046,,-0.2,-0.1,-0.1,0.0,0.0,-0.4,SCRUB
Sacha Killeya-Jones,sacha-killeya-jones-1,,PF,22.480492,1,-0.2,-0.1,-0.1,-0.1,0.1,-0.4,MARGINAL PROSPECT
Abdoulaye N'Doye,abdoulaye-ndoye-1,,PG,22.902121,1,-0.2,-0.1,0.0,-0.1,0.0,-0.4,MARGINAL PROSPECT
Anthony Tolliver,tollian01,,PF,35.671459,,-0.1,-0.1,-0.1,0.0,0.0,-0.4,WAY PAST HIS PRIME
Miles Plumlee,plumlmi01,,C,32.418892,,-0.1,-0.1,-0.1,-0.1,0.0,-0.4,SCRUB
Pau Gasol,gasolpa01,,C,40.574947,,-0.1,0.0,-0.2,0.0,0.0,-0.4,DEFENSIVE SPECIALIST
Eric Paschall,pascher01,Warriors,PF,24.24367,,-0.5,-0.1,0.0,0.2,0.1,-0.4,PROJECT
Taj Gibson,gibsota01,,PF,35.608486,,-0.1,-0.1,-0.1,-0.1,0.0,-0.4,WAY PAST HIS PRIME
Omer Asik,asikom01,,C,34.581795,,-0.2,-0.1,-0.1,0.0,0.0,-0.4,SCRUB
Tyler Cavanaugh,cavanty01,,PF,26.978781,,-0.1,-0.1,-0.1,-0.1,-0.1,-0.4,SCRUB
Dwayne Bacon,bacondw01,Magic,SG,25.42642,,-0.4,-0.1,0.0,0.0,0.0,-0.4,SCRUB
Joffrey Lauvergne,lauvejo01,,C,29.341547,,-0.1,-0.1,0.0,0.0,-0.2,-0.5,SCRUB
Omari Spellman,spellom01,Knicks,PF,23.534565,,-0.4,-0.1,0.0,0.1,0.0,-0.5,PROJECT
Abdel Nader,naderab01,Suns,SF,27.353867,,-0.3,-0.1,-0.1,0.0,0.0,-0.5,SCRUB
JR Smith,smithjr01,,SG,35.397675,,-0.3,-0.1,0.0,0.0,0.0,-0.5,WAY PAST HIS PRIME
Marreese Speights,speigma01,,C,33.497604,,-0.1,-0.1,-0.1,-0.1,-0.1,-0.5,SCRUB
Jason Smith,smithja02,,C,34.921288,,-0.2,-0.1,-0.1,0.0,0.0,-0.5,SCRUB
Donta Hall,halldo01,,C,23.488022,,-0.1,0.0,-0.1,-0.1,-0.2,-0.5,PROJECT
Jeff Teague,teaguje01,Celtics,PG,32.646133,,-0.2,-0.2,-0.1,0.0,0.0,-0.5,SCRUB
Drew Eubanks,eubandr01,Spurs,PF,24,,-0.2,-0.2,-0.1,0.0,-0.1,-0.5,PROJECT
Marco Belinelli,belinma01,,SG,34.858315,,-0.2,-0.2,-0.1,-0.1,-0.1,-0.6,SCRUB
Bobby Portis,portibo01,Bucks,PF,25.976728,,-0.3,-0.1,-0.1,-0.1,-0.1,-0.6,SCRUB
Nate Darling,darlina01,Hornets,SG,22.425735,1,-0.3,-0.2,-0.1,0.0,0.0,-0.6,MARGINAL PROSPECT
Dante Cunningham,cunnida01,,PF,33.782341,,-0.2,-0.1,-0.1,-0.1,-0.1,-0.6,SCRUB
Antonio Blakeney,blakean01,,SG,24.328543,,-0.3,-0.1,-0.1,0.0,-0.1,-0.7,PROJECT
Lance Thomas,thomala01,,PF,32.774811,,-0.5,-0.1,-0.1,-0.1,0.0,-0.8,SCRUB
Brandon McCoy,mccoybr01,,C,20.643394,1,-0.5,-0.3,-0.1,-0.3,0.3,-0.9,MARGINAL PROSPECT
Timofey Mozgov,mozgoti01,,C,34.548939,,-0.3,-0.2,-0.2,-0.1,-0.1,-0.9,SCRUB
Markieff Morris,morrima02,Lakers,PF,31.416838,,-0.3,-0.2,-0.2,-0.2,-0.1,-0.9,SCRUB
Caleb Swanigan,swanica01,,PF,23.791924,,-0.3,-0.2,-0.1,-0.1,-0.2,-0.9,PROJECT
Udonis Haslem,hasleud01,Heat,PF,40.648872,,-0.3,-0.2,-0.4,-0.1,0.0,-1.0,WAY PAST HIS PRIME
Kostas Antetokounmpo,antetko01,Lakers,SF,23.714579,1,-0.5,-0.2,-0.2,-0.2,0.2,-1.0,MARGINAL PROSPECT
Johnathan Williams,willijo04,,C,25.700205,,-0.3,-0.2,-0.2,-0.2,-0.1,-1.0,SCRUB
Isaiah Thomas,thomais02,,PG,31.983572,,-0.6,-0.2,-0.1,-0.1,0.0,-1.0,SCRUB
Wayne Selden,seldewa01,,SG,26.340862,,-0.5,-0.3,-0.2,-0.1,-0.1,-1.1,SCRUB
Damien Wilkins,wilkida02,,SF,41.059547,,-0.1,-0.4,-0.7,0.0,0.0,-1.1,WAY PAST HIS PRIME
Robin Lopez,lopezro01,Wizards,C,32.837784,,-0.4,-0.3,-0.2,-0.1,-0.1,-1.2,SCRUB
Kahlil Whitney,whitnka01,,SF,20.065708,1,-0.5,-0.4,-0.2,-0.2,-0.1,-1.3,MARGINAL PROSPECT
Carmelo Anthony,anthoca01,Trail Blazers,PF,36.678986,,-0.6,-0.4,-0.3,-0.1,-0.1,-1.5,WAY PAST HIS PRIME
Isaac Haas,haasis01,,C,23.334702,1,-0.6,-0.4,-0.2,-0.4,0.1,-1.6,MARGINAL PROSPECT
Bismack Biyombo,biyombi01,Hornets,C,28.429842,,-0.5,-0.4,-0.3,-0.3,-0.2,-1.7,SCRUB
Sekou Doumbouya,doumbse01,Pistons,PF,20.109514,,-1.4,-1.0,0.0,0.3,0.1,-1.9,PROJECT
Kevin Knox II,knoxke01,Knicks,PF,21.478439,,-1.3,-0.6,-0.2,0.0,0.0,-2.1,PROJECT
Cristiano Felicio,feliccr01,Bulls,C,28.57221,,-1.1,-0.7,-0.4,-0.4,-0.2,-2.8,SCRUB
